Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sat.;06.10.2018;00:00;;;20021024;LLF;Landesliga Staffel N;HC Sulzb.Rosenb.;SG DJK Rimpar;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20011027;LLM;Landesliga Staffel N;TV Erl.-Bruck II;HSG Lauf/Heroldsberg;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20021025;LLF;Landesliga Staffel N;ESV 27 Regensbg. II;HSG Mainfranken;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;2004117;LL MC;Landesliga Staffel Nord;HC Erlangen;TV Marktleugast;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20031118;LL MA;Landesliga Staffel Süd;ESV 27 Regensbg.;TSV Simbach;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20038307;ÜBL MB;ÜBL Mitte;TV Erl.-Bruck;HC Erlangen IV;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20058307;ÜBL WB;ÜBL Mitte;TSV 04 Feucht;SpVgg Diepersd.;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20038305;ÜBL MB;ÜBL Mitte;SV Buckenhofen;TSV Neustadt;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20033304;ÜBL MA;ÜBL Mitte;SV Buckenhofen;TV Roßtal II;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20058104;ÜBL WB;ÜBL Nord;SV Buckenhofen;HG Hut/Ahorn;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20043106;ÜBL MC;ÜBL Nord 1;SV Buckenhofen;HC 03 Bamberg;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20043105;ÜBL MC;ÜBL Nord 1;HC Erlangen III;HSG SGS Erl/HC Niederl;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20043108;ÜBL MC;ÜBL Nord 1;TV Erl.-Bruck;TS Lichtenfels;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20038203;ÜBL MB;ÜBL Nord-Ost;TSV 04 Feucht II;HC Erlangen III;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20063405;ÜBL WC;ÜBL Nordost 2;HSG Pyrbaum/Seligenporten;HG Eckental;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;20063407;ÜBL WC;ÜBL Nordost 2;HG im TV 1861 Amberg e.V.;TV Hilpoltstein;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20063404;ÜBL WC;ÜBL Nordost 2;HC Hersbruck e.V;DJK Neumarkt;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20063003;ÜBL WC;ÜBL Nordwest;HC Erlangen II;TV Großlangheim;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20043307;ÜBL MC;ÜBL Ost;TV Wackersdorf;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20058207;ÜBL WB;ÜBL Ost;SG Rohr/Pavelsbach;TV Landau;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20043306;ÜBL MC;ÜBL Ost;TSV 04 Feucht;SG Regensburg;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;20043308;ÜBL MC;ÜBL Ost;HG im TV 1861 Amberg e.V.;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20038407;ÜBL MB;ÜBL Ost;TSV Neutraubling;SpVgg Altenerding II;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20058206;ÜBL WB;ÜBL Ost;Schierling/Langquaid;SSG Metten;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20037211;ÜBOL MB;ÜBOL Mitte;HC Forchheim;JSG Fürther Land;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20042113;ÜBOL MC;ÜBOL Mitte-Nord;HC Erlangen II;TV Gefrees;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20042110;ÜBOL MC;ÜBOL Mitte-Nord;TV 77 Lauf;TV Gunzenhausen;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20037108;ÜBOL MB;ÜBOL Nordost;HC Sulzb.Rosenb.;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20032112;ÜBOL MA;ÜBOL Nordost;TV Wackersdorf;JHG Regendreieck;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20032014;ÜBOL MA;ÜBOL Nordwest;HC Forchheim;DJK Waldbüttelbr;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;00:00;;;20042208;ÜBOL MC;ÜBOL Ost;ESV 27 Regensbg.;SSG Metten;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;13:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20063406;ÜBL WC;ÜBL Nordost 2;JSG Nürnberger Land;DJK SV Berg;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;13:15;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;20043305;ÜBL MC;ÜBL Ost;Nabburg/Schwarzenfeld;HC Sulzb.Rosenb. II;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;14:00;240144;Herzogenaurach, Sporthalle Mittelschule;20038306;ÜBL MB;ÜBL Mitte;TS Herzogenaurach;SG Kernfranken;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;14:00;240260;Nabburg, Sporthalle Gymnasium;20058205;ÜBL WB;ÜBL Ost;Nabburg/Schwarzenfeld;HSG Berching/Pollanten;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;14:00;240180;Kelheim, städtische Sporthalle;20032114;ÜBOL MA;ÜBOL Nordost;ATSV Kelheim e.V;HSV Hochfranken;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;14:30;240300;Obertraubling, Leo Graß Sportzentrum;20058204;ÜBL WB;ÜBL Ost;SV Obertraubling;JHG Regendreieck;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;14:30;240140;Hemau, Tangrintel-Halle;20032113;ÜBOL MA;ÜBOL Nordost;HG Hemau/Beratzhausen;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;15:00;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;20033205;ÜBL MA;ÜBL Ost;Nabburg/Schwarzenfeld;TV Eggenfelden;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;15:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20043309;ÜBL MC;ÜBL Ost;JSG Nürnberger Land;HC Weiden;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;15:30;240301;Oberviechtach, Sporthalle Gymnasium;20057100;ÜBOL WB;ÜBOL Nordost;HV Oberviechtach;TV Helmbrechts;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;16:00;240020;Burglengenfeld, Johann-Michael-Fischer-Gymnasium;20063309;ÜBL WC;ÜBL Nordost 1;SG Naabtal;HG Hemau/Beratzhausen;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;16:30;240140;Hemau, Tangrintel-Halle;24023439;BZL F;Bezirksliga Staffel Ost;HG Hemau/Beratzhausen;HC Weiden;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;17:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20038205;ÜBL MB;ÜBL Nord-Ost;JSG Nürnberger Land;TV 77 Lauf II;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;17:15;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;24022012;BZOL F;Bezirksoberliga;Nabburg/Schwarzenfeld;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;17:30;240301;Oberviechtach, Sporthalle Gymnasium;20051000;LL WA;Landesliga Staffel Nord;HV Oberviechtach;HC Sulzb.Rosenb.;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;18:00;240020;Burglengenfeld, Johann-Michael-Fischer-Gymnasium;24022010;BZOL F;Bezirksoberliga;SG Naabtal;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;18:00;240366;Spardorf, Sporthalle im Schulzentrum;20033303;ÜBL MA;ÜBL Mitte;SC Uttenreuth;TSV Altenfurt;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;18:30;240140;Hemau, Tangrintel-Halle;24013461;BZL M;Bezirksliga Staffel Ost;HG Hemau/Beratzhausen;HC Weiden II;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;19:15;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;24012012;BZOL M;Bezirksoberliga;Nabburg/Schwarzenfeld;TS Herzogenaurach;="0:0";="0:0";;;;;;;;
Sat.;06.10.2018;19:30;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;20011028;LLM;Landesliga Staffel N;ASV 1863 Cham;HG Kunstadt;="0:0";="0:0";;;;;;;;
Sun.;07.10.2018;12:00;240301;Oberviechtach, Sporthalle Gymnasium;20042207;ÜBOL MC;ÜBOL Ost;HV Oberviechtach;TSV 1861 Mainburg;="0:0";="0:0";;;;;;;;
Sun.;07.10.2018;14:00;240301;Oberviechtach, Sporthalle Gymnasium;20037107;ÜBOL MB;ÜBOL Nordost;HV Oberviechtach;SG Auerbach/Pegnitz;="0:0";="0:0";;;;;;;;
Sun.;07.10.2018;14:30;240263;Neunburg v. W., Hauptschulturnhalle;20063308;ÜBL WC;ÜBL Nordost 1;FC Neunburg v.W.;SSG Straubing-Aiterhofen ;="0:0";="0:0";;;;;;;;
Sun.;07.10.2018;16:30;240263;Neunburg v. W., Hauptschulturnhalle;20031017;LL MA;Landesliga Staffel Nord;FC Neunburg v.W.;TV 77 Lauf;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20020029;BY F;Bayernliga;HC Erlangen;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20020035;BY F;Bayernliga;Mintraching/Neutraubling;HSG Freising-Neufahrn;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20020031;BY F;Bayernliga;TS Herzogenaurach;HG Ingolstadt;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20040017;BY WA;Bayernliga;Mintraching/Neutraubling;HT München;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20010031;BY M;Bayernliga;SG Regensburg;HSG Würm-Mitte;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20045017;BY WB;Bayernliga;Mintraching/Neutraubling;VfL SF Bad Neust;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20035023;BY MB;Bayernliga;TV 77 Lauf;SG DJK Rimpar;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24014203;BZK M;Bezirksklasse Staffel Mitte;DJK Weiden;HC Sulzb.Rosenb. III;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24024202;BZK F;Bezirksklasse Staffel Mitte;SG DJK Erlangen/Baiersdorf II;SG Naabtal II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24014201;BZK M;Bezirksklasse Staffel Mitte;DJK Neumarkt;HV Oberviechtach II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;24024201;BZK F;Bezirksklasse Staffel Mitte;HG im TV 1861 Amberg e.V. II;SG Rohr/Pavelsbach III;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24024402;BZK F;Bezirksklasse Staffel Ost;DJK Weiden;Schierling/Langquaid;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24014802;BZK M;Bezirksklasse Staffel Süd;TSV Neutraubling II;Schierling/Langquaid;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24014801;BZK M;Bezirksklasse Staffel Süd;SG Regensburg III;TV Bad Kötzting;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24014803;BZK M;Bezirksklasse Staffel Süd;TB 03 Roding;SG Naabtal II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24024002;BZK F;Bezirksklasse Staffel West;SG DJK Erlangen/Baiersdorf;HSG Pyrbaum/Seligenporten II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24014001;BZK M;Bezirksklasse Staffel West;HSG SGS Erl/HC Niederl II;TS Herzogenaurach III;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24024001;BZK F;Bezirksklasse Staffel West;HSG SGS Erl/HC Niederl;SC Eltersdorf II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24023401;BZL F;Bezirksliga Staffel Ost;SG Regensburg II;HG Hemau/Beratzhausen;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24013404;BZL M;Bezirksliga Staffel Ost;ATSV Kelheim e.V;HC Sulzb.Rosenb. II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24023403;BZL F;Bezirksliga Staffel Ost;ATSV Kelheim e.V;HC Sulzb.Rosenb. II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24023402;BZL F;Bezirksliga Staffel Ost;Mintraching/Neutraubling II;HC Weiden;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24023003;BZL F;Bezirksliga Staffel West;DJK SV Berg;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24023002;BZL F;Bezirksliga Staffel West;HSG Berching/Pollanten;TSV Winkelhaid II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24023001;BZL F;Bezirksliga Staffel West;SpVgg Diepersd.;SC Eltersdorf;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24013003;BZL M;Bezirksliga Staffel West;HC Hersbruck e.V;HG Eckental;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;24013004;BZL M;Bezirksliga Staffel West;HG im TV 1861 Amberg e.V.;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24012015;BZOL M;Bezirksoberliga;SG Regensburg II;HC Weiden;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;24022017;BZOL F;Bezirksoberliga;HG im TV 1861 Amberg e.V.;TV Erl.-Bruck;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24022014;BZOL F;Bezirksoberliga;SG Regensburg;HG Eckental;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24012014;BZOL M;Bezirksoberliga;HSG SGS Erl/HC Niederl;HC Erlangen III;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;24012017;BZOL M;Bezirksoberliga;TSV Neutraubling;TV Erl.-Bruck III;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20021031;LLF;Landesliga Staffel N;TS Herzogenaurach II;HC Sulzb.Rosenb.;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;2004120;LL MC;Landesliga Staffel Nord;HC Sulzb.Rosenb.;JSG Fürther Land;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20056015;LL WB;Landesliga Staffel Nord;HC Erlangen II;SV Puschendorf;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20036023;LL MB;Landesliga Staffel Nord;ESV 27 Regensbg.;MTV Pfaffenhofen;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20061016;LL WC;Landesliga Staffel Nord;HC Sulzb.Rosenb.;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20031021;LL MA;Landesliga Staffel Nord;HC Erlangen;Post SV Nbg;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20061015;LL WC;Landesliga Staffel Nord;ESV 27 Regensbg.;TSV Ismaning;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20038309;ÜBL MB;ÜBL Mitte;HSG SGS Erl/HC Niederl;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20058310;ÜBL WB;ÜBL Mitte;SC Eltersdorf;HG Ansbach;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20043411;ÜBL MC;ÜBL Mitte;SG Rohr/Pavelsbach;SpV Mögeldorf;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20058313;ÜBL WB;ÜBL Mitte;SpVgg Diepersd.;HC Neust./Aisch;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20043410;ÜBL MC;ÜBL Mitte;SC Eltersdorf;HG Ansbach II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20043412;ÜBL MC;ÜBL Mitte;HG Eckental;MTV Stadeln;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20043111;ÜBL MC;ÜBL Nord 1;HSG SGS Erl/HC Niederl;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20038206;ÜBL MB;ÜBL Nord-Ost;TV 77 Lauf II;TSV 04 Feucht II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20038207;ÜBL MB;ÜBL Nord-Ost;HC Weiden;SpV Mögeldorf;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;20038208;ÜBL MB;ÜBL Nord-Ost;HG im TV 1861 Amberg e.V.;JSG Nürnberger Land;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20063311;ÜBL WC;ÜBL Nordost 1;SG Post/Süd Regensburg;TSV Rottenburg;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20063408;ÜBL WC;ÜBL Nordost 2;DJK Weiden;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20063409;ÜBL WC;ÜBL Nordost 2;DJK Neumarkt;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20063410;ÜBL WC;ÜBL Nordost 2;HG Eckental;JSG Nürnberger Land;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20063411;ÜBL WC;ÜBL Nordost 2;DJK SV Berg;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20063008;ÜBL WC;ÜBL Nordwest;HSG SGS Erl/HC Niederl;TG Höchberg;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20058211;ÜBL WB;ÜBL Ost;ATSV Kelheim e.V;SG Rohr/Pavelsbach;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20043311;ÜBL MC;ÜBL Ost;HC Sulzb.Rosenb. II;TSV 04 Feucht;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20043314;ÜBL MC;ÜBL Ost;ATSV Kelheim e.V;JSG Nürnberger Land;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20043310;ÜBL MC;ÜBL Ost;HC Weiden;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20058210;ÜBL WB;ÜBL Ost;HSG Berching/Pollanten;Schierling/Langquaid;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20043312;ÜBL MC;ÜBL Ost;SG Regensburg;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20037215;ÜBOL MB;ÜBOL Mitte;HC Erlangen II;HC Forchheim;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20052209;ÜBOL WA;ÜBOL Mitte-Ost;SG Rohr/Pavelsbach;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20052211;ÜBOL WA;ÜBOL Mitte-Ost;SpVgg Diepersd.;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20057113;ÜBOL WB;ÜBOL Nordost;HSG Pyrbaum/Seligenporten;TV 1886 Ebersd.;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20062109;ÜBOL WC;ÜBOL Nordost;SpVgg Diepersd.;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20037112;ÜBOL MB;ÜBOL Nordost;SpVgg Diepersd.;DJK Neumarkt;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20032118;ÜBOL MA;ÜBOL Nordost;ATSV Kelheim e.V;HG Hemau/Beratzhausen;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20037110;ÜBOL MB;ÜBOL Nordost;HC Hersbruck e.V;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20062111;ÜBOL WC;ÜBOL Nordost;Mintraching/Neutraubling;HC Weiden;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20057115;ÜBOL WB;ÜBOL Nordost;HG Eckental;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20037111;ÜBOL MB;ÜBOL Nordost;TSV 04 Feucht;HC Sulzb.Rosenb.;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;20032117;ÜBOL MA;ÜBOL Nordost;HG im TV 1861 Amberg e.V.;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;00:00;;;20042209;ÜBOL MC;ÜBOL Ost;HC Hersbruck e.V;DJK Neumarkt;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;13:00;240345;Regensburg, Halle am Oberen Wöhrd;20033208;ÜBL MA;ÜBL Ost;TS Regensburg;HSG Bayerwald;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;13:45;240102;Forchheim, Sporthalle Realschule;20043110;ÜBL MC;ÜBL Nord 1;HC Forchheim;HC Erlangen III;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;14:00;240005;Auerbach, Helmut-Ott-Halle;24013002;BZL M;Bezirksliga Staffel West;SG Auerbach/Pegnitz II;TSV Winkelhaid;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;14:30;240000;Altdorf, Schulturnhalle Grundschule;24014002;BZK M;Bezirksklasse Staffel West;TV 1881 Altdorf II;HSG SGS Erl/HC Niederl III;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;14:45;240345;Regensburg, Halle am Oberen Wöhrd;24013405;BZL M;Bezirksliga Staffel Ost;TS Regensburg;ASV 1863 Cham II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;15:30;240102;Forchheim, Sporthalle Realschule;24022018;BZOL F;Bezirksoberliga;HC Forchheim;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;16:00;240301;Oberviechtach, Sporthalle Gymnasium;24022013;BZOL F;Bezirksoberliga;HV Oberviechtach;TSV Röthenbach;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;16:00;240144;Herzogenaurach, Sporthalle Mittelschule;20042116;ÜBOL MC;ÜBOL Mitte-Nord;TS Herzogenaurach;TSV Wendelstein;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;16:00;240005;Auerbach, Helmut-Ott-Halle;20032115;ÜBOL MA;ÜBOL Nordost;SG Auerbach/Pegnitz;SC 04 Schwabach;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;16:30;240000;Altdorf, Schulturnhalle Grundschule;24022016;BZOL F;Bezirksoberliga;TV 1881 Altdorf;SG Naabtal;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;16:45;240345;Regensburg, Halle am Oberen Wöhrd;24023404;BZL F;Bezirksliga Staffel Ost;TS Regensburg;ASV 1863 Cham;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;17:00;240263;Neunburg v. W., Hauptschulturnhalle;24022015;BZOL F;Bezirksoberliga;FC Neunburg v.W.;SG Rohr/Pavelsbach;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;17:30;240102;Forchheim, Sporthalle Realschule;24012018;BZOL M;Bezirksoberliga;HC Forchheim;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;17:30;240144;Herzogenaurach, Sporthalle Mittelschule;20057015;ÜBOL WB;ÜBOL Nordwest;TS Herzogenaurach;MTV Stadeln;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;18:00;240366;Spardorf, Sporthalle im Schulzentrum;24014003;BZK M;Bezirksklasse Staffel West;SC Uttenreuth;SV Buckenhofen II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;18:00;240301;Oberviechtach, Sporthalle Gymnasium;24013401;BZL M;Bezirksliga Staffel Ost;HV Oberviechtach;HG Hemau/Beratzhausen;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;18:00;240005;Auerbach, Helmut-Ott-Halle;20011034;LLM;Landesliga Staffel N;SG Auerbach/Pegnitz;TV Erl.-Bruck II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;18:30;240000;Altdorf, Schulturnhalle Grundschule;24012016;BZOL M;Bezirksoberliga;TV 1881 Altdorf;SG Naabtal;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;19:00;240263;Neunburg v. W., Hauptschulturnhalle;24013402;BZL M;Bezirksliga Staffel Ost;FC Neunburg v.W.;ESV 27 Regensbg. II;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;19:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20021030;LLF;Landesliga Staffel N;TSV Winkelhaid;MHV Schweinf.09;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;19:30;240102;Forchheim, Sporthalle Realschule;24013005;BZL M;Bezirksliga Staffel West;HC Forchheim II;SG DJK Erlangen/Baiersdorf;="0:0";="0:0";;;;;;;;
Sat.;13.10.2018;19:30;240144;Herzogenaurach, Sporthalle Mittelschule;24013001;BZL M;Bezirksliga Staffel West;TS Herzogenaurach II;TSV Röthenbach;="0:0";="0:0";;;;;;;;
Sun.;14.10.2018;00:00;;;20056016;LL WB;Landesliga Staffel Nord;HC Forchheim;JSG Fürther Land;="0:0";="0:0";;;;;;;;
Sun.;14.10.2018;00:00;;;20032018;ÜBOL MA;ÜBOL Nordwest;HC Forchheim;TV Eibach 03 II;="0:0";="0:0";;;;;;;;
Sun.;14.10.2018;10:30;240300;Obertraubling, Leo Graß Sportzentrum;24024401;BZK F;Bezirksklasse Staffel Ost;SV Obertraubling II;Mintraching/Neutraubling III;="0:0";="0:0";;;;;;;;
