Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sat.;30.03.2019;00:00;;;20052254;ÜBOL WA;ÜBOL Mitte-Ost;DJK SV Berg;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;30.03.2019;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;20032185;ÜBOL MA;ÜBOL Nordost;HG im TV 1861 Amberg e.V.;JHG Regendreieck;="0:0";="0:0";;;;;;;;
Sat.;30.03.2019;00:00;;;20062154;ÜBOL WC;ÜBOL Nordost;HC Weiden;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;30.03.2019;00:00;;;20037155;ÜBOL MB;ÜBOL Nordost;SpVgg Diepersd.;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;30.03.2019;00:00;;;20062153;ÜBOL WC;ÜBOL Nordost;Mintraching/Neutraubling;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sat.;30.03.2019;00:00;;;20037153;ÜBOL MB;ÜBOL Nordost;TSV 04 Feucht;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sat.;30.03.2019;00:00;;;20057171;ÜBOL WB;ÜBOL Nordost;HG Eckental;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;30.03.2019;00:00;;;20037154;ÜBOL MB;ÜBOL Nordost;HC Sulzb.Rosenb.;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sat.;30.03.2019;00:00;;;20057169;ÜBOL WB;ÜBOL Nordost;TV Hilpoltstein;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;30.03.2019;00:00;;;20032086;ÜBOL MA;ÜBOL Nordwest;HC Forchheim;SV Puschendorf;="0:0";="0:0";;;;;;;;
Sat.;30.03.2019;00:00;;;20042254;ÜBOL MC;ÜBOL Ost;JHG Regendreieck;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sat.;30.03.2019;12:30;240000;Altdorf, Schulturnhalle Grundschule;20052155;ÜBOL WA;ÜBOL Mitte;JSG Nürnberger Land;TSV 04 Feucht;="0:0";="0:0";;;;;;;;
Sat.;30.03.2019;13:00;240140;Hemau, Tangrintel-Halle;20032187;ÜBOL MA;ÜBOL Nordost;HG Hemau/Beratzhausen;TSV Neutraubling;="0:0";="0:0";;;;;;;;
Sat.;30.03.2019;14:30;240000;Altdorf, Schulturnhalle Grundschule;24014056;BZK M;Bezirksklasse Staffel West;TV 1881 Altdorf II;TS Herzogenaurach III;="0:0";="0:0";;;;;;;;
